url,country_code,scope_hint,canonical_url,crawler_path,priority,notes
https://benjaminschmid.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0316; musicbrainz_ids=7454057b-dbe0-43bc-800f-410204549a78; entities=Benjamin Schmid; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.benjaminschmid.com/de/calendar
https://bennacar.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0320; musicbrainz_ids=532f67c7-14d9-4224-8aab-200708305efd; entities=Benjamin Nacar; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://bennacar.com/events/2026/march-itinerary/
https://bernardrands.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0329; musicbrainz_ids=f1496364-20a8-4f77-aeba-ffe99d64c1cc; entities=Bernard Rands; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=http://www.bernardrands.com/performances.html
https://bertarojas.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0332; musicbrainz_ids=7f41b109-4556-4c5f-b72e-39bc2e369cc4; entities=Berta Rojas; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.bertarojas.com/agenda.php
https://billyjoel.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0338; musicbrainz_ids=64b94289-9474-4d43-8c93-918ccc1920d1; entities=Billy Joel; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.billyjoel.com/tour-history/
https://bojancicic.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0352; musicbrainz_ids=22045da6-da49-4a80-80f5-23915b77acd0; entities=Bojan Čičić; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.bojancicic.com/
https://bomsorikim.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0356; musicbrainz_ids=992a6c7b-2e57-49c0-a8d6-8c279ca26dfa; entities=Bomsori; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.bomsorikim.com/tour/
https://bramvansambeek.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0373; musicbrainz_ids=4107de55-c8c3-4be7-9a55-0569411155b0; entities=Bram van Sambeek; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=http://bramvansambeek.com/category/schedule/
https://brikcius.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0382; musicbrainz_ids=73e578f7-d8b4-412e-acd4-8d0e816f2ecd; entities=František Brikcius; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.brikcius.com/index.html#festivals
https://calliopetsoupaki.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0401; musicbrainz_ids=2b08c092-a032-4ab0-98a5-d064cf505abd; entities=Calliope Tsoupaki; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.calliopetsoupaki.com/events/
https://cameroncarpenter.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0405; musicbrainz_ids=9905b522-bb88-43e4-9ed0-1b6bdc732664; entities=Cameron Carpenter; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.cameroncarpenter.com/calendar
https://candidathompson.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0411; musicbrainz_ids=b0e9d0ec-dea9-44c2-9d5e-fc410faeb04f; entities=Candida Thompson; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=
https://carducciquartet.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0419; musicbrainz_ids=f70d0854-4347-489d-9e0b-54463aa2fd87; entities=Carducci String Quartet; entity_types=Group; calendar_status=current_events; review_confidence=high; evidence=https://carducciquartet.com/
https://carldaviscollection.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0422; musicbrainz_ids=da1faeaa-82c8-4072-b40f-0f7f2e1efe76; entities=Carl Davis; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://carldaviscollection.com/concerts
https://cedric-pescia.com/fr/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0440; musicbrainz_ids=a02e35c9-0147-4395-bd34-462c6b4b10f9; entities=Cédric Pescia; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.cedric-pescia.com/fr/concerts.html
https://cencic.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0444; musicbrainz_ids=41135b96-6cd6-403b-8e4a-91f4c0b5aa4e; entities=Max Emanuel Cenčić; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.cencic.com/schedule/
https://cesar-franck.org/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0447; musicbrainz_ids=69802473-e361-4e15-bbd8-53fe83cd1587; entities=César Franck; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.cesar-franck.org/?p=409
https://charleswuorinen.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0457; musicbrainz_ids=26f2c4d0-c44e-4f16-b577-1c1bf2478479; entities=Charles Wuorinen; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.charleswuorinen.com/operas/brokeback-mountain/
https://charliesiem.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0458; musicbrainz_ids=2c0cca1b-4a4c-4142-948d-70613cc09f2b; entities=Charlie Siem; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.charliesiem.com/#calendar
https://choir.ru/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0470; musicbrainz_ids=4e5543e7-6896-4c28-8cba-fcedb85256b9; entities=Московский государственный академический камерный хор; entity_types=Choir; calendar_status=current_events; review_confidence=high; evidence=https://choir.ru/events/
https://chrisrogerson.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0476; musicbrainz_ids=704617f4-41e2-44ac-836c-5f18395b5e75; entities=Chris Rogerson; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.chrisrogerson.com/events
https://christelveraart.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0477; musicbrainz_ids=2f78a0d8-3baf-4611-9ae0-fb5b7a80b3f8; entities=Christel Veraart; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://christelveraart.com/events/
https://christian-tetzlaff.de/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0479; musicbrainz_ids=914e5482-8981-4f52-8b4a-98c4da0e2819; entities=Christian Tetzlaff; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://christian-tetzlaff.de/konzerte-termine/
https://christinaconcours.nl/nieuws/2026/uitslag-nationale-finale,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0485; musicbrainz_ids=06a6c447-06d4-4393-8eaf-b67faccc9035; entities=Yulianna Beziazychna; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://www.christinaconcours.nl/initiatieven/lunchconcerten
https://christoph-poppen.com/,,,,,0,Discovered via MusicBrainz official-homepage review v2; candidates=MBURL0500; musicbrainz_ids=b8ff56e8-130f-4cae-9316-6ed3ce109317; entities=Christoph Poppen; entity_types=Person; calendar_status=current_events; review_confidence=high; evidence=https://christoph-poppen.com/concert-event-calendar/
